,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,head box_x1,head box_y1,head box_x2,head box_y2,Category
19959,028554294.jpg,-1,-1,-1,-1,423,854,550,981,-1,-1,-1,-1,487,918,774,543,-1,-1,-1,-1,-1,-1,342,606,615,445,932,640,838,1043,-1,-1,710,120,954,480,bicycling
19960,015705888.jpg,778,843,-1,-1,809,477,682,484,561,689,456,898,746,481,-1,-1,-1,-1,-1,-1,845,518,877,412,812,292,626,292,528,427,542,533,656,192,756,323,bicycling
19961,044908796.jpg,533,905,641,792,494,701,525,687,648,732,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,759,720,687,694,655,598,646,593,-1,-1,-1,-1,657,495,737,607,bicycling
19962,068222638.jpg,875,779,1031,718,844,639,932,598,1096,623,-1,-1,-1,-1,945,382,-1,-1,-1,-1,1094,576,965,521,891,384,998,379,1061,461,1162,505,907,200,1019,368,bicycling
19963,096643481.jpg,854,733,1080,755,1291,755,1298,897,987,848,736,829,-1,-1,-1,-1,-1,-1,-1,-1,938,680,1062,562,1149,531,1276,649,1236,935,1150,1067,1058,289,1212,554,bicycling
19964,036300145.jpg,773,1062,742,848,714,606,835,597,910,817,935,1012,775,602,706,297,-1,-1,-1,-1,479,631,544,479,566,311,845,283,901,463,888,628,542,93,730,358,bicycling
19965,006222417.jpg,802,784,769,623,662,499,722,477,846,540,928,675,692,488,-1,-1,-1,-1,-1,-1,876,464,764,442,775,341,827,357,900,425,996,464,807,235,919,370,bicycling
19966,089761401.jpg,1353,1085,1402,861,1438,653,1571,680,1626,955,-1,-1,1505,667,1529,345,-1,-1,-1,-1,1349,590,1385,484,1411,368,1646,322,1733,499,1508,537,1420,132,1561,312,bicycling
19967,089761401.jpg,596,1075,678,860,683,641,779,638,779,826,776,1009,731,640,716,325,-1,-1,-1,-1,419,585,522,448,646,308,786,342,800,496,816,612,702,127,818,292,bicycling
19968,003794973.jpg,-1,-1,-1,-1,907,928,1012,966,-1,-1,-1,-1,960,947,1000,522,-1,-1,-1,-1,838,913,851,714,876,522,1124,522,1161,727,1068,897,882,225,1023,448,bicycling
19969,003794973.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1561,0,1807,208,bicycling
19970,095276590.jpg,-1,-1,-1,-1,1239,452,1260,454,1262,497,-1,-1,1250,453,1256,373,-1,-1,-1,-1,1233,420,1233,402,1237,376,1275,370,1291,406,1288,434,1224,320,1262,365,bicycling
19971,066457943.jpg,1094,763,1051,605,1164,434,1168,432,1012,475,1103,612,-1,-1,-1,-1,-1,-1,-1,-1,889,523,954,427,969,340,1007,306,1012,379,959,446,871,243,955,365,bicycling
19972,094168921.jpg,-1,-1,681,403,764,290,726,282,626,376,636,529,-1,-1,-1,-1,-1,-1,-1,-1,628,343,-1,-1,657,242,588,211,549,250,490,336,551,183,613,271,bicycling
19973,019965969.jpg,302,302,288,264,284,222,267,226,265,266,268,300,276,224,260,186,-1,-1,-1,-1,-1,-1,297,209,275,182,245,189,231,216,236,241,243,153,267,188,bicycling
19974,004069980.jpg,765,481,706,439,793,360,837,380,-1,-1,728,580,815,370,-1,-1,-1,-1,-1,-1,628,376,686,322,747,267,807,340,779,445,692,493,697,194,788,319,bicycling
19975,048820998.jpg,451,310,543,228,628,118,655,148,608,243,500,302,-1,-1,-1,-1,-1,-1,-1,-1,558,275,583,198,658,167,732,210,707,302,662,377,700,175,768,277,bicycling
19976,045062341.jpg,717,498,657,376,713,255,739,254,690,400,819,456,-1,-1,-1,-1,-1,-1,-1,-1,559,376,-1,-1,562,235,559,227,642,267,601,344,467,160,539,265,bicycling
19977,033149227.jpg,629,386,677,261,730,211,776,227,717,309,725,400,-1,-1,-1,-1,-1,-1,-1,-1,616,258,642,189,656,113,719,107,722,192,690,277,606,35,670,133,bicycling
19978,095765647.jpg,926,565,911,468,893,334,952,327,947,453,947,571,923,331,926,196,-1,-1,-1,-1,-1,-1,-1,-1,872,198,980,193,973,219,947,222,896,89,950,169,water activities
19979,095765647.jpg,-1,-1,-1,-1,1392,975,1343,987,-1,-1,-1,-1,-1,-1,1369,878,-1,-1,-1,-1,-1,-1,-1,-1,1432,877,1305,879,1286,905,1238,877,1319,735,1398,845,water activities
19980,082258373.jpg,883,411,995,416,1094,374,1101,381,-1,-1,911,448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1162,374,1213,346,1236,333,-1,-1,-1,-1,1255,282,1323,376,water activities
19981,082258373.jpg,-1,-1,-1,-1,1367,819,1314,831,1422,860,1552,893,1341,825,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1235,756,1182,783,1095,776,1081,725,1150,668,1219,767,water activities
19982,066158202.jpg,942,552,956,462,988,321,1040,324,1070,463,1113,552,1014,323,1026,180,-1,-1,-1,-1,850,129,901,198,969,176,1082,183,1160,200,1200,144,989,69,1054,165,water activities
19983,066158202.jpg,-1,-1,-1,-1,1333,941,1292,949,-1,-1,-1,-1,-1,-1,1315,859,-1,-1,-1,-1,-1,-1,-1,-1,1376,850,1253,867,1203,905,1114,891,1277,707,1356,825,water activities
19984,016285829.jpg,867,1021,850,755,853,485,979,488,988,755,982,1013,916,487,928,195,-1,-1,-1,-1,-1,-1,727,329,806,186,1049,203,1108,335,-1,-1,870,0,990,139,water activities
19985,073432341.jpg,-1,-1,-1,-1,714,721,891,693,935,981,-1,-1,803,707,805,313,-1,-1,-1,-1,-1,-1,584,559,631,320,978,305,997,525,1183,671,738,5,896,257,water activities
19986,072701245.jpg,846,990,852,728,904,451,1004,457,1059,736,1082,981,954,454,958,189,-1,-1,-1,-1,730,445,765,318,837,183,1079,194,1143,324,1218,396,906,4,1024,165,water activities
19987,042506817.jpg,-1,-1,-1,-1,1018,767,1167,767,-1,-1,-1,-1,1093,767,-1,-1,-1,-1,-1,-1,528,569,752,488,916,379,1248,370,1325,603,1301,398,1012,75,1169,298,water activities
19988,092478591.jpg,1329,619,1039,521,795,651,930,635,1090,478,1347,581,-1,-1,699,352,-1,-1,-1,-1,708,673,594,600,597,434,800,269,751,359,570,402,606,138,739,329,water activities
19989,016697788.jpg,876,961,893,761,924,561,1016,569,1025,766,1030,934,970,565,975,332,-1,-1,-1,-1,919,501,850,465,874,335,1076,328,1102,465,1006,525,915,135,1012,261,water activities
19990,026733756.jpg,940,901,928,699,918,619,1002,619,1031,706,1002,905,960,619,974,467,-1,-1,-1,-1,817,631,848,545,887,465,1060,468,1103,542,1123,602,929,306,1011,424,water activities
19991,006322434.jpg,994,670,-1,-1,1006,547,977,571,934,648,951,735,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,996,371,1004,451,898,540,886,453,935,221,1029,380,water activities
19992,079545096.jpg,1052,652,935,654,1060,561,1123,569,1099,679,1087,757,1092,565,1123,384,-1,-1,-1,-1,1033,503,964,508,1016,371,1229,397,1246,537,1180,530,1079,195,1179,354,water activities
19993,062175939.jpg,1304,932,1270,739,1391,569,1521,538,1912,798,1781,476,1456,554,-1,-1,-1,-1,-1,-1,547,367,798,355,1012,345,1232,367,1515,370,1719,395,927,149,1123,374,water activities
19994,031494031.jpg,-1,-1,-1,-1,1388,944,1458,1017,-1,-1,-1,-1,-1,-1,1541,708,-1,-1,-1,-1,-1,-1,1315,761,1432,641,1650,775,1569,994,1455,869,1449,498,1638,696,water activities
19995,031494031.jpg,-1,-1,-1,-1,602,585,537,650,-1,-1,-1,-1,570,618,408,390,-1,-1,-1,-1,-1,-1,581,282,470,340,345,439,246,552,-1,-1,323,257,429,410,water activities
19996,016381366.jpg,786,946,806,875,916,765,1007,777,1073,941,1114,1004,-1,-1,985,538,-1,-1,-1,-1,897,809,857,659,897,522,1073,554,1058,703,965,818,933,376,1033,517,water activities
19997,016381366.jpg,378,715,455,691,525,638,583,638,628,718,713,773,554,638,573,472,-1,-1,-1,-1,465,492,491,482,520,456,626,487,583,513,523,518,561,350,627,449,water activities
19998,016381366.jpg,37,826,76,783,126,670,205,682,225,795,316,867,166,676,178,452,-1,-1,-1,-1,-1,-1,44,492,116,448,239,456,172,506,92,549,139,318,223,432,water activities
19999,016381366.jpg,1261,833,1378,814,1479,785,1549,797,1626,850,1696,937,1514,791,1550,635,-1,-1,-1,-1,1530,735,1499,701,1479,631,1621,638,1612,701,1585,751,1524,517,1595,636,water activities
20000,016381366.jpg,-1,-1,-1,-1,808,542,853,548,-1,-1,-1,-1,831,545,-1,-1,-1,-1,-1,-1,810,420,810,416,819,405,906,414,886,432,835,414,838,318,892,392,water activities
20001,004014777.jpg,-1,-1,1506,531,1311,694,1275,599,-1,-1,-1,-1,1293,647,-1,-1,-1,-1,-1,-1,967,854,1065,917,973,759,919,594,887,496,822,445,851,496,973,700,water activities
20002,004014777.jpg,1303,386,1193,368,1075,396,1051,328,1158,339,1266,310,1063,362,-1,-1,-1,-1,-1,-1,829,454,902,493,821,396,792,310,-1,-1,-1,-1,742,223,851,369,water activities
20003,016674557.jpg,-1,-1,-1,-1,1456,998,1307,983,-1,-1,-1,-1,-1,-1,1289,741,-1,-1,-1,-1,1235,374,1322,513,1372,690,1205,792,1148,642,1110,483,1201,589,1317,767,water activities
20004,016674557.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,306,829,-1,-1,-1,-1,162,422,319,576,408,761,203,896,71,713,-1,-1,187,657,344,876,water activities
20005,045328465.jpg,-1,-1,481,696,541,599,648,592,667,696,-1,-1,595,596,588,297,-1,-1,-1,-1,437,553,392,406,452,297,723,297,785,408,743,537,542,69,653,224,water activities
20006,024717697.jpg,-1,-1,-1,-1,779,477,848,476,-1,-1,-1,-1,814,477,812,333,-1,-1,-1,-1,618,362,679,365,748,331,875,335,939,368,1014,365,779,220,839,307,water activities
20007,024717697.jpg,-1,-1,-1,-1,373,464,413,464,-1,-1,-1,-1,-1,-1,391,384,-1,-1,-1,-1,270,471,315,439,354,392,428,375,455,412,535,410,365,293,419,380,water activities
20008,025898218.jpg,-1,-1,-1,-1,799,438,855,443,-1,-1,-1,-1,827,441,842,252,-1,-1,-1,-1,726,298,734,351,781,249,902,255,931,369,860,290,783,130,853,238,water activities
20009,025898218.jpg,-1,-1,-1,-1,282,487,344,484,-1,-1,-1,-1,-1,-1,319,383,-1,-1,-1,-1,-1,-1,-1,-1,267,383,370,383,-1,-1,-1,-1,284,261,350,365,water activities
20010,087557637.jpg,-1,-1,-1,-1,770,469,853,459,865,546,-1,-1,812,464,814,253,-1,-1,-1,-1,710,342,725,293,744,242,884,263,896,287,911,314,769,135,847,249,water activities
20011,087557637.jpg,-1,-1,-1,-1,267,471,325,461,-1,-1,-1,-1,-1,-1,293,331,-1,-1,-1,-1,-1,-1,205,410,235,333,351,328,376,399,386,418,265,209,334,315,water activities
20012,051513767.jpg,-1,-1,-1,-1,765,505,856,512,-1,-1,-1,-1,811,509,822,302,-1,-1,-1,-1,661,458,706,380,738,303,905,301,929,416,848,377,791,153,869,265,water activities
20013,051513767.jpg,-1,-1,-1,-1,351,482,387,484,-1,-1,-1,-1,-1,-1,383,415,-1,-1,-1,-1,203,472,258,444,333,415,432,415,464,445,477,437,353,311,418,411,water activities
20014,072925197.jpg,-1,-1,922,564,897,469,895,476,830,555,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,801,408,-1,-1,878,298,926,312,936,437,826,456,828,162,914,271,water activities
20015,072925197.jpg,-1,-1,-1,-1,490,447,463,457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,429,324,-1,-1,490,309,449,329,415,382,344,367,419,220,494,314,water activities
20016,012019154.jpg,628,606,928,562,1208,472,1394,618,1071,668,817,894,-1,-1,-1,-1,-1,-1,-1,-1,1009,268,1170,271,1391,224,1496,395,1543,603,1431,742,1329,57,1527,313,water activities
20017,087030378.jpg,1539,606,1049,730,536,1071,550,969,1133,866,1570,869,-1,-1,-1,-1,-1,-1,-1,-1,901,1000,628,901,466,494,559,370,761,693,-1,-1,457,4,723,387,water activities
20018,093943163.jpg,-1,-1,448,921,474,714,605,695,658,921,607,1067,540,705,516,368,-1,-1,-1,-1,254,714,294,578,389,384,642,352,698,490,764,615,463,129,610,342,water activities
20019,007880670.jpg,1181,702,841,619,516,614,632,503,-1,-1,-1,-1,574,559,255,316,-1,-1,-1,-1,388,658,171,643,150,408,359,223,-1,-1,-1,-1,76,77,265,324,water activities
20020,034901871.jpg,807,831,821,682,838,504,915,504,944,679,968,840,877,504,876,286,-1,-1,-1,-1,845,328,790,400,807,280,944,292,968,408,932,417,845,145,924,268,water activities
20021,095828563.jpg,879,812,929,773,872,672,934,667,1011,735,975,836,903,670,991,566,-1,-1,-1,-1,-1,-1,843,593,929,542,1052,590,1081,701,1110,797,992,435,1068,558,water activities
20022,008316173.jpg,801,843,753,759,844,667,906,670,952,792,962,836,-1,-1,868,537,-1,-1,-1,-1,813,773,801,687,796,540,940,533,909,667,861,773,824,392,904,519,water activities
20023,064364137.jpg,833,859,864,667,847,513,888,513,903,662,862,811,868,513,872,297,-1,-1,-1,-1,941,323,855,388,835,292,908,301,982,371,1078,313,844,152,917,267,water activities
20024,097222137.jpg,622,836,646,662,699,501,767,504,820,679,877,826,733,503,736,312,-1,-1,-1,-1,524,468,577,379,666,302,805,321,851,410,791,456,694,167,773,283,water activities
20025,097822367.jpg,1175,850,1198,647,1171,493,1106,500,1074,661,1079,825,1139,497,1131,316,-1,-1,-1,-1,1297,468,1240,408,1205,316,1056,316,1042,417,-1,-1,1095,170,1168,277,water activities
20026,047122333.jpg,945,790,940,658,936,513,1010,516,1010,665,1003,836,973,515,983,375,-1,-1,-1,-1,758,456,823,376,902,376,1063,374,1154,391,1222,446,950,252,1027,385,water activities
20027,016274911.jpg,965,833,994,674,1069,521,1081,523,1107,715,1196,884,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1025,304,1035,316,903,347,794,335,985,157,1070,283,water activities
20028,020208431.jpg,751,831,739,665,802,619,871,626,814,667,816,836,837,623,833,446,-1,-1,-1,-1,725,610,734,533,768,444,898,448,946,552,927,638,800,318,873,432,water activities
20029,088960140.jpg,-1,-1,-1,-1,867,634,898,655,752,540,629,662,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,930,472,968,484,1023,573,963,660,894,330,969,451,water activities
20030,091168300.jpg,-1,-1,-1,-1,867,622,898,641,699,691,622,845,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,929,475,978,475,999,578,925,655,924,338,1004,449,water activities
20031,060787964.jpg,-1,-1,1040,1074,863,755,863,742,835,1062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,925,848,807,637,829,376,863,361,-1,-1,-1,-1,843,79,1012,306,water activities
20032,076617640.jpg,857,1071,799,805,985,618,1000,631,1120,887,1276,1068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,949,307,875,359,768,533,603,643,821,104,954,281,water activities
20033,073993125.jpg,550,744,671,615,1024,562,1111,629,1035,1016,-1,-1,1068,596,1194,321,-1,-1,-1,-1,-1,-1,948,461,1066,287,1321,354,1302,531,1456,492,1145,70,1281,279,water activities
20034,066182160.jpg,863,919,811,863,727,668,897,572,1236,764,1549,764,812,620,752,333,-1,-1,-1,-1,559,643,566,516,578,320,925,345,1018,488,1152,569,717,15,910,295,water activities
20035,082727695.jpg,-1,-1,-1,-1,814,863,1059,866,-1,-1,-1,-1,937,865,943,507,-1,-1,-1,-1,612,919,615,677,690,482,1195,531,1260,690,1248,928,787,145,1057,576,water activities
20036,068540662.jpg,1468,562,1338,562,1043,457,1049,705,1372,659,1543,665,1046,581,-1,-1,-1,-1,-1,-1,94,445,308,485,572,407,628,708,395,922,178,916,382,242,661,590,water activities
20165,023132831.jpg,-1,-1,994,947,987,668,1124,665,1136,935,-1,-1,1056,667,1062,301,-1,-1,-1,-1,-1,-1,888,361,935,299,1189,302,1251,367,-1,-1,975,30,1120,225,winter activities
20166,023132831.jpg,-1,-1,487,996,456,765,612,774,584,1033,-1,-1,534,770,533,349,-1,-1,-1,-1,336,692,385,524,416,345,649,353,672,538,672,584,448,88,611,288,winter activities
20167,033400072.jpg,855,896,874,745,871,583,961,578,972,742,986,898,916,581,893,330,-1,-1,-1,-1,771,578,796,452,813,338,972,321,1011,452,1036,550,832,145,946,287,winter activities
20168,033400072.jpg,1168,889,1181,734,1193,519,1278,521,1321,746,1368,906,1236,520,1238,290,-1,-1,-1,-1,1048,339,1101,394,1158,291,1318,289,1348,411,1291,396,1164,111,1276,249,winter activities
20169,003580929.jpg,1098,812,1112,692,1107,558,1157,555,1164,706,1171,808,1132,557,1124,366,-1,-1,-1,-1,994,508,1051,451,1062,369,1185,362,1213,451,1253,508,1068,236,1148,338,winter activities
20170,003580929.jpg,594,805,620,675,631,525,685,530,702,680,688,821,658,528,-1,-1,-1,-1,-1,-1,702,516,652,445,657,346,728,344,-1,-1,-1,-1,667,208,752,313,winter activities
20171,083145323.jpg,-1,-1,935,1037,930,833,1007,705,1043,515,1051,341,969,769,900,498,-1,-1,-1,-1,858,288,739,335,811,473,988,523,1101,554,1217,512,830,314,943,467,winter activities
20172,083145323.jpg,-1,-1,1290,1030,1299,867,1388,860,1391,1030,-1,-1,1344,864,1341,596,-1,-1,-1,-1,1247,838,1244,725,1259,590,1422,602,1451,732,1456,843,1296,402,1389,539,winter activities
20173,084961119.jpg,842,865,888,708,912,547,974,540,1001,703,1051,860,943,544,951,356,-1,-1,-1,-1,792,432,820,405,881,352,1020,359,986,434,900,451,901,201,995,318,winter activities
20174,084961119.jpg,590,881,598,751,598,578,672,581,679,747,694,877,635,580,631,362,-1,-1,-1,-1,444,545,513,453,549,362,713,362,763,456,821,480,587,204,689,332,winter activities
20175,063271031.jpg,1237,824,1343,672,1365,504,1430,516,1478,701,1427,848,1398,510,1464,270,-1,-1,-1,-1,1483,497,1389,386,1408,266,1519,273,1516,398,1581,470,1404,112,1500,246,winter activities
20176,035252785.jpg,978,920,1031,756,1079,559,1140,581,1156,788,1142,932,1110,570,1138,358,-1,-1,-1,-1,983,537,1015,448,1079,340,1197,376,1214,470,1255,547,1125,205,1214,337,winter activities
20177,035252785.jpg,773,672,808,631,775,554,824,554,820,668,810,786,800,554,808,398,-1,-1,-1,-1,611,412,692,410,751,400,865,395,942,404,989,406,771,290,842,367,winter activities
20178,007681103.jpg,-1,-1,668,673,648,486,713,482,729,687,-1,-1,681,484,667,265,-1,-1,-1,-1,496,86,577,193,630,266,703,264,777,191,840,84,645,113,732,224,winter activities
20179,075305761.jpg,441,471,496,382,548,305,572,324,554,428,525,526,560,315,615,202,-1,-1,-1,-1,471,135,537,178,582,197,647,207,688,176,734,139,598,125,654,186,winter activities
20180,072652619.jpg,657,585,632,498,592,398,616,375,662,396,-1,-1,604,387,546,292,-1,-1,-1,-1,436,401,475,363,517,309,574,275,575,197,583,139,510,217,557,273,winter activities
20181,091260252.jpg,483,561,510,460,573,407,599,434,525,500,-1,-1,586,421,641,346,-1,-1,-1,-1,472,293,552,319,605,325,676,367,660,432,-1,-1,640,272,696,340,winter activities
20182,073053202.jpg,724,539,749,434,763,309,725,313,691,424,642,522,744,311,-1,-1,-1,-1,-1,-1,725,106,756,147,795,178,807,202,821,189,840,181,767,117,824,176,winter activities
20183,082869494.jpg,525,510,548,417,541,321,578,323,596,405,624,470,560,322,573,211,-1,-1,-1,-1,459,301,482,262,533,205,613,216,602,271,-1,-1,559,122,612,194,winter activities
20184,074595462.jpg,553,497,552,409,578,290,591,266,486,243,413,230,585,278,684,278,-1,-1,-1,-1,561,192,608,216,656,241,711,315,712,353,662,312,702,228,752,277,winter activities
20185,063068719.jpg,486,405,568,349,660,336,722,357,645,387,658,472,-1,-1,-1,-1,-1,-1,-1,-1,494,376,522,335,623,291,640,325,615,399,534,408,554,274,611,335,winter activities
20186,042696639.jpg,694,524,661,437,644,353,684,350,680,430,-1,-1,664,352,672,225,-1,-1,-1,-1,674,114,626,154,644,220,700,230,715,256,670,289,656,155,701,216,winter activities
20187,090211731.jpg,487,531,523,448,562,359,605,352,664,443,711,521,584,356,563,224,-1,-1,-1,-1,535,139,532,196,542,244,583,204,596,156,597,79,515,162,578,221,winter activities
20188,065096857.jpg,650,521,672,444,650,340,597,355,621,466,658,577,624,348,617,222,-1,-1,-1,-1,744,287,695,259,658,209,575,235,581,312,-1,-1,595,134,645,204,winter activities
20189,039835532.jpg,706,151,758,230,689,315,685,348,681,454,648,533,687,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,624,271,600,280,595,192,630,146,573,198,627,261,winter activities
20190,008346930.jpg,576,540,-1,-1,605,392,591,399,528,476,499,549,598,396,596,313,-1,-1,-1,-1,693,304,643,306,616,302,576,323,563,336,546,344,557,236,600,299,winter activities
20191,029070486.jpg,700,510,651,426,676,351,707,337,736,431,767,453,692,344,-1,-1,-1,-1,-1,-1,591,300,-1,-1,624,267,637,272,640,334,584,351,574,197,626,255,winter activities
20192,054372673.jpg,549,549,590,427,490,356,487,395,521,523,434,508,-1,-1,-1,-1,-1,-1,-1,-1,700,529,668,442,655,342,602,367,-1,-1,-1,-1,673,324,742,406,winter activities
20193,027563537.jpg,592,626,576,485,661,412,722,391,810,516,878,642,692,402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,575,296,550,238,473,251,429,275,527,212,590,294,winter activities
20194,022123535.jpg,500,367,-1,-1,536,145,600,149,-1,-1,-1,-1,-1,-1,553,276,-1,-1,-1,-1,417,328,464,259,494,272,611,280,704,232,747,296,564,282,614,344,winter activities
20195,052739351.jpg,-1,-1,-1,-1,398,644,541,646,-1,-1,-1,-1,470,645,467,280,-1,-1,-1,-1,377,588,307,452,344,288,590,272,632,464,561,582,400,25,516,201,winter activities
20196,052739351.jpg,937,663,952,551,934,452,990,448,995,535,982,647,962,450,978,293,-1,-1,-1,-1,819,379,875,330,923,288,1032,298,1059,344,1098,391,971,209,1025,280,winter activities
20197,052739351.jpg,1174,594,1175,496,1163,396,1219,397,1226,492,1229,586,1191,397,1203,272,-1,-1,-1,-1,-1,-1,1109,330,1152,267,1253,276,1265,342,1256,404,1191,203,1234,265,winter activities
20198,052739351.jpg,623,674,634,601,626,505,673,492,681,588,698,666,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,628,391,695,389,727,402,780,403,643,306,698,381,winter activities
20199,052739351.jpg,-1,-1,155,382,171,315,145,330,127,395,-1,-1,158,323,119,230,-1,-1,-1,-1,-1,-1,-1,-1,135,227,103,233,82,269,55,287,88,187,120,213,winter activities
20200,052739351.jpg,48,490,37,430,42,350,56,351,67,422,45,489,49,351,-1,-1,-1,-1,-1,-1,5,294,-1,-1,7,243,33,247,-1,-1,-1,-1,4,203,36,245,winter activities
20201,052739351.jpg,-1,-1,-1,-1,156,306,186,309,184,372,197,443,-1,-1,164,232,-1,-1,-1,-1,-1,-1,-1,-1,146,232,181,231,208,266,184,265,145,183,176,221,winter activities
20202,052739351.jpg,224,403,239,348,237,289,241,284,-1,-1,-1,-1,-1,-1,231,217,-1,-1,-1,-1,-1,-1,-1,-1,219,216,243,218,-1,-1,-1,-1,223,169,249,205,winter activities
20203,052739351.jpg,682,411,678,356,676,310,705,308,734,366,-1,-1,-1,-1,695,239,-1,-1,-1,-1,-1,-1,663,284,671,241,718,237,726,284,725,315,680,195,707,236,winter activities
20204,016982035.jpg,418,622,429,477,498,405,485,338,580,368,681,378,492,372,385,260,-1,-1,-1,-1,505,320,458,293,410,253,359,267,270,274,214,282,324,198,389,265,winter activities
20205,016982035.jpg,1191,416,1188,370,1188,322,1213,324,1219,365,1214,416,1201,323,1203,248,-1,-1,-1,-1,1165,325,1168,290,1177,249,1229,247,1236,280,1255,305,1188,192,1216,229,winter activities
20206,016982035.jpg,569,410,-1,-1,563,307,552,305,-1,-1,-1,-1,-1,-1,579,259,-1,-1,-1,-1,-1,-1,619,260,593,255,564,263,533,264,518,266,562,218,589,243,winter activities
20207,080041006.jpg,601,535,614,423,643,301,680,288,739,420,818,506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,596,145,649,126,696,198,731,290,567,15,628,108,winter activities
20208,048436815.jpg,417,434,513,336,521,256,563,294,590,335,590,420,-1,-1,618,230,-1,-1,-1,-1,536,124,565,153,590,184,646,275,638,355,650,410,631,174,694,256,winter activities
20209,057386277.jpg,469,520,469,402,491,282,559,283,522,411,564,468,525,283,520,98,-1,-1,-1,-1,427,201,420,163,451,109,588,87,653,118,653,205,465,9,547,122,winter activities
20210,014738327.jpg,664,418,675,352,660,268,624,272,639,351,648,420,642,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,672,172,634,168,-1,-1,-1,-1,664,131,709,181,winter activities
20211,014738327.jpg,750,359,782,308,780,239,818,248,817,307,814,364,799,244,-1,-1,-1,-1,-1,-1,898,221,862,207,840,183,832,157,-1,-1,-1,-1,845,140,881,176,winter activities
20212,032457634.jpg,815,608,810,542,769,360,829,371,925,467,891,656,-1,-1,-1,-1,-1,-1,-1,-1,812,414,755,333,745,211,856,199,-1,-1,-1,-1,777,57,856,162,winter activities
20213,041008968.jpg,-1,-1,688,592,700,472,795,446,907,603,-1,-1,-1,-1,689,230,-1,-1,-1,-1,528,344,572,299,619,231,758,228,789,373,727,460,635,80,739,213,winter activities
20214,041008968.jpg,317,691,-1,-1,323,432,333,429,248,594,277,709,-1,-1,-1,-1,-1,-1,-1,-1,206,469,234,391,230,299,230,309,272,394,262,488,145,172,231,292,winter activities
20215,041008968.jpg,991,374,-1,-1,944,284,954,278,948,327,956,386,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,896,202,923,214,943,223,942,258,946,295,917,176,940,209,winter activities
20216,041008968.jpg,866,378,862,324,859,273,887,270,893,340,901,378,873,272,870,204,-1,-1,-1,-1,-1,-1,-1,-1,853,203,887,205,901,230,897,245,855,166,884,202,winter activities
20217,080821283.jpg,-1,-1,-1,-1,675,497,770,493,868,556,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,807,698,730,620,763,489,833,471,820,576,794,668,805,387,899,517,winter activities
20218,077015952.jpg,1029,492,972,424,1010,310,972,304,888,376,898,479,-1,-1,936,197,-1,-1,-1,-1,824,253,867,238,907,205,965,189,1013,211,1093,232,879,117,939,194,winter activities
20219,077015952.jpg,729,424,727,364,727,272,768,268,773,359,768,425,748,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,695,162,775,147,828,184,847,226,702,96,755,157,winter activities
20220,077015952.jpg,694,463,657,357,645,271,690,255,685,354,643,454,668,263,629,147,-1,-1,-1,-1,567,279,591,225,597,159,661,134,678,204,625,252,587,80,639,153,winter activities
20221,077015952.jpg,490,416,-1,-1,551,260,551,260,519,321,544,399,-1,-1,525,178,-1,-1,-1,-1,436,248,494,216,502,181,547,175,-1,-1,-1,-1,483,120,525,178,winter activities
20222,022297747.jpg,797,546,817,450,823,307,884,299,884,450,868,567,854,303,858,150,-1,-1,-1,-1,762,302,767,229,789,149,926,150,935,232,951,325,826,11,893,105,winter activities
20223,022297747.jpg,400,615,386,482,391,346,461,346,447,484,436,594,426,346,395,176,-1,-1,-1,-1,310,357,320,272,333,173,456,179,445,291,416,370,349,41,425,147,winter activities
